run_id,group,architecture,attack,target_uav,run_epoch,post_fix,duration_sec,errored,valid,exclusion_reason,detected,mttd_s,isolation_success,time_to_isolation_s,mttr_functional_s,degradation_stopped,total_response_time_s,mission_degradation_m,stabilisation_level_m,residual_mission_func,baseline_track_error_m,phase_excess_m,phase_peak_m,phase_baseline_m,geometry_excess_m,geometry_peak_m,geometry_baseline_m,legacy_coordination_loss,legacy_coordination_restored,belief_peak_horiz_m,ratio_peak,ratio_n_above,ratio_maxcons_post,ratio_maxcons_full,ratio_maxcons_post_fleet,ratio_maxcons_full_fleet,ratio_first_cross_s,mesh_pub_msgs,mesh_pub_bytes,mesh_del_msgs,mesh_drop_msgs,fp_events_clean,fp_detectors,fp_gps,fp_heartbeat,fp_cross_check
B_monitor_takeout+gps_spoofing_r2_1785453478,mt_pass5,B,monitor_takeout+gps_spoofing,uav_0,1785453478,True,157.21452450752258,False,True,,True,3.1305136680603027,True,4.363059997558594e-05,50.868507385253906,True,,49.724197176809994,49.101319293277385,0.6666666666666666,0.2695005120632388,15.80608884023107,18.874853521798514,3.068764681567444,73.85054354168932,76.28787573376768,2.43733219207836,0.33333333333333337,0.6666666666666666,51.0329,2.0,5,5,5,5,5,1.131,0,0,0,0,0,,0,0,0
B_monitor_takeout+gps_spoofing_r3_1785453700,mt_pass5,B,monitor_takeout+gps_spoofing,uav_0,1785453700,True,156.679869890213,False,True,,True,2.826429605484009,True,4.8160552978515625e-05,50.925049781799316,True,,49.8648535096764,49.12937946172223,0.6666666666666666,0.3515214518632295,16.78076509593265,18.88876607049542,2.1080009745627706,76.37734836453848,78.36500947495408,1.9876611104156083,0.33333333333333337,0.6666666666666666,50.7248,2.0,7,7,7,7,7,0.869,0,0,0,0,0,,0,0,0
B_monitor_takeout+gps_spoofing_r4_1785453921,mt_pass5,B,monitor_takeout+gps_spoofing,uav_0,1785453921,True,157.21947026252747,False,True,,True,2.8653805255889893,True,7.295608520507812e-05,50.637197971343994,True,,49.71268087047973,49.22797135777565,0.6666666666666666,0.29553636466280864,23.89568824419743,30.387922548535187,6.492234304337757,69.48928192456168,72.78225634491203,3.2929744203503426,0.33333333333333337,0.6666666666666666,50.8695,2.0,5,5,5,5,5,0.877,0,0,0,0,0,,0,0,0
B_monitor_takeout+gps_spoofing_r5_1785454143,mt_pass5,B,monitor_takeout+gps_spoofing,uav_0,1785454143,True,157.70545625686646,False,True,,True,2.977449417114258,True,4.458427429199219e-05,50.77262473106384,True,,49.89703511935798,49.161126598983564,0.6666666666666666,0.2977715987087955,16.140455634899496,18.888396053444637,2.7479404185451415,76.14123263513898,77.77758622436214,1.6363535892231673,0.33333333333333337,0.6666666666666666,50.7094,2.0,7,7,7,7,7,0.953,0,0,0,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r1_1785454365,mt_pass5,C,monitor_takeout+gps_spoofing,uav_0,1785454365,True,157.69030809402466,False,True,,True,2.7647199630737305,True,4.792213439941406e-05,17.172114849090576,True,7.393415927886963,19.759892564728943,19.566630719545103,0.6666666666666666,0.2769947208648893,136.5517223075422,140.90040924540023,4.3486869378580195,51.28321465515848,53.560992060623725,2.277777405465245,0.33333333333333337,0.6666666666666666,50.0531,2.0,7,7,7,7,7,0.772,417,111164,834,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r2_1785454588,mt_pass5,C,monitor_takeout+gps_spoofing,uav_0,1785454588,True,156.70581221580505,False,True,,True,2.894139289855957,True,4.6253204345703125e-05,16.19903588294983,True,8.217246294021606,19.723443334319462,19.694005043535867,0.6666666666666666,0.2911091234781509,145.34756478002336,148.66653989769753,3.318975117674171,53.03762850824674,55.084476618590415,2.0468481103436753,0.33333333333333337,0.6666666666666666,50.1383,2.0,7,7,7,7,7,0.905,414,110366,828,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r3_1785454810,mt_pass5,C,monitor_takeout+gps_spoofing,uav_0,1785454810,True,157.19523572921753,False,True,,True,2.9080708026885986,True,4.267692565917969e-05,16.283376455307007,True,8.320008993148804,19.845542115906177,19.807214119923056,0.6666666666666666,0.2967754123912893,144.47473613893865,148.09710847229644,3.622372333357788,52.28499452084601,54.60007615181452,2.3150816309685105,0.33333333333333337,0.6666666666666666,50.0469,2.0,7,7,7,7,7,0.94,414,110375,828,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r4_1785455033,mt_pass5,C,monitor_takeout+gps_spoofing,uav_0,1785455033,True,156.19870901107788,False,True,,True,3.00956392288208,True,4.291534423828125e-05,16.572330951690674,True,7.446528196334839,19.760509288749276,19.592813101209586,0.6666666666666666,0.29378094363782026,143.86196585569908,146.8045901353912,2.942624279692126,54.57248100273821,55.77508905712748,1.2026080543892739,0.33333333333333337,0.6666666666666666,50.0753,2.0,7,7,7,7,7,1.018,414,110360,828,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r5_1785455255,mt_pass5,C,monitor_takeout+gps_spoofing,uav_0,1785455255,True,156.70499658584595,False,True,,True,2.97538423538208,True,4.5299530029296875e-05,17.00499701499939,True,8.307545185089111,19.727070886263853,19.670315922561343,0.6666666666666666,0.2879623495909893,138.9065562578728,141.3319098292592,2.425353571386381,52.84905223770627,55.12174928112286,2.272697043416592,0.33333333333333337,0.6666666666666666,50.011,2.0,7,7,7,7,7,0.994,414,110349,828,0,0,,0,0,0
A_monitor_takeout+gps_spoofing_r1_1785455779,mt_pass6,A,monitor_takeout+gps_spoofing,uav_0,1785455779,True,157.20588779449463,False,True,,False,,True,,53.596474409103394,True,,49.911401380063154,49.10740008283264,0.6666666666666666,0.3004041734169469,16.025710147704018,19.336246269230116,3.3105361215260984,75.36015781134847,77.28728590460408,1.9271280932556052,0.33333333333333337,0.6666666666666666,0.9693,0.0387,0,0,0,0,0,,0,0,0,0,0,,0,0,0
A_monitor_takeout+gps_spoofing_r2_1785456001,mt_pass6,A,monitor_takeout+gps_spoofing,uav_0,1785456001,True,157.20608568191528,False,True,,False,,True,,53.64899301528931,True,,49.71355437044506,49.24722556450126,0.6666666666666666,0.3026872919509955,16.16909228603899,19.621893522697803,3.4528012366588143,74.31070424491982,76.85130915853222,2.540604913612399,0.33333333333333337,0.6666666666666666,0.8914,0.0463,0,0,0,0,0,,0,0,0,0,0,,0,0,0
A_monitor_takeout+gps_spoofing_r3_1785456222,mt_pass6,A,monitor_takeout+gps_spoofing,uav_0,1785456222,True,156.70734429359436,False,True,,False,,False,,54.65362596511841,True,,49.89460677610556,49.11102252893109,0.3333333333333333,0.31027074930990395,66.98493362809683,72.96398713466613,5.979053506569301,64.77326754251688,70.66059437190839,5.887326829391516,1.0,0.3333333333333333,0.9974,0.0354,0,0,0,0,0,,0,0,0,0,0,,0,0,0
A_monitor_takeout+gps_spoofing_r4_1785456443,mt_pass6,A,monitor_takeout+gps_spoofing,uav_0,1785456443,True,157.20663857460022,False,True,,False,,True,,53.958693981170654,True,,49.9127152525926,49.18076010934332,0.6666666666666666,0.26714045767503614,15.88642204458057,19.19524514740533,3.3088231028247606,75.19636597214338,77.16768714544378,1.971321173300396,0.33333333333333337,0.6666666666666666,1.0165,0.0399,0,0,0,0,0,,0,0,0,0,0,,0,0,0
A_monitor_takeout+gps_spoofing_r5_1785456665,mt_pass6,A,monitor_takeout+gps_spoofing,uav_0,1785456665,True,157.185937166214,False,True,,False,,True,,53.273738622665405,True,,49.847624656515144,49.15250435316786,0.6666666666666666,0.26777308481893103,13.978680262797752,19.053901067773893,5.075220804976141,72.05357508502021,75.02013515572912,2.966560070708903,0.33333333333333337,0.6666666666666666,1.0743,0.063,0,0,0,0,0,,0,0,0,0,0,,0,0,0
B_monitor_takeout+gps_spoofing_r1_1785456887,mt_pass6,B,monitor_takeout+gps_spoofing,uav_0,1785456887,True,156.22473692893982,False,True,,True,2.8542206287384033,True,4.410743713378906e-05,51.660244941711426,True,,49.914756015726795,49.11082464961427,0.6666666666666666,0.276429594439918,14.181986388419574,16.798457297239963,2.6164709088203892,77.37380546026097,79.11180053836628,1.7379950781053126,0.33333333333333337,0.6666666666666666,50.698,2.0,7,7,7,7,7,0.886,0,0,0,0,0,,0,0,0
B_monitor_takeout+gps_spoofing_r2_1785457108,mt_pass6,B,monitor_takeout+gps_spoofing,uav_0,1785457108,True,156.21501111984253,False,True,,True,2.8509671688079834,True,4.887580871582031e-05,51.53777003288269,True,,49.848693058392335,49.15585321178895,0.6666666666666666,0.27987735104785116,12.251024860158452,16.182361257535945,3.9313363973774926,74.55245120044394,76.81420193766724,2.261750737223301,0.33333333333333337,0.6666666666666666,51.0678,2.0,7,7,7,7,7,0.839,0,0,0,0,0,,0,0,0
B_monitor_takeout+gps_spoofing_r3_1785457328,mt_pass6,B,monitor_takeout+gps_spoofing,uav_0,1785457328,True,156.20864176750183,False,True,,True,2.891507387161255,True,4.744529724121094e-05,51.75157451629639,True,,49.97403175727696,49.13565774200345,0.6666666666666666,0.29417965300613025,11.458883278329779,15.536228679129806,4.077345400800027,74.15844038181959,76.6630798745098,2.5046394926902127,0.33333333333333337,0.6666666666666666,50.8679,2.0,7,7,7,7,7,0.898,0,0,0,0,0,,0,0,0
B_monitor_takeout+gps_spoofing_r4_1785457549,mt_pass6,B,monitor_takeout+gps_spoofing,uav_0,1785457549,True,156.70208477973938,False,True,,True,2.9457318782806396,True,5.245208740234375e-05,51.57996845245361,True,,49.54573555903086,49.069264047218354,0.6666666666666666,0.31905887361798,12.949284440171766,16.344218928924647,3.394934488752881,74.06639190119623,76.26888537768767,2.2024934764914352,0.33333333333333337,0.6666666666666666,50.6214,2.0,6,6,6,6,6,0.935,0,0,0,0,0,,0,0,0
B_monitor_takeout+gps_spoofing_r5_1785457770,mt_pass6,B,monitor_takeout+gps_spoofing,uav_0,1785457770,True,156.6882929801941,False,True,,True,3.111842393875122,True,4.5299530029296875e-05,,False,,49.93352982172215,,0.6666666666666666,0.18844836814568286,0.2267494943298516,20.839668675653115,20.612919181323264,68.1763083883705,76.08364413418903,7.907335745818527,0.33333333333333337,0.6666666666666666,50.9238,2.0,7,7,7,7,7,1.089,0,0,0,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r1_1785457992,mt_pass6,C,monitor_takeout+gps_spoofing,uav_0,1785457992,True,157.22630095481873,False,True,,True,2.7804336547851562,True,5.340576171875e-05,16.31445288658142,True,7.452778339385986,19.66591228752163,19.611331380197697,0.6666666666666666,0.2925307511307569,147.384931710036,150.75484959898228,3.3699178889462758,52.71030329693521,54.676300943697534,1.965997646762322,0.33333333333333337,0.6666666666666666,50.1241,2.0,7,7,7,7,7,0.792,417,111175,834,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r2_1785458214,mt_pass6,C,monitor_takeout+gps_spoofing,uav_0,1785458214,True,157.2243413925171,False,True,,True,3.0235087871551514,True,4.506111145019531e-05,16.071108102798462,True,7.432306289672852,19.630251085776173,19.594419944734554,0.6666666666666666,0.2512163708420143,148.07239392744594,150.96757802694214,2.8951840994961913,53.49856597616592,54.959730665279025,1.4611646891131058,0.33333333333333337,0.6666666666666666,50.0406,2.0,7,7,7,7,7,1.032,417,111184,834,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r3_1785458437,mt_pass6,C,monitor_takeout+gps_spoofing,uav_0,1785458437,True,156.71761775016785,False,True,,True,3.067279100418091,True,4.458427429199219e-05,16.084340572357178,True,7.376559257507324,49.75290061941695,49.678221916155564,0.6666666666666666,0.18888000775524816,113.1742785248143,148.65878650383934,35.48450797902504,64.48449632663207,72.59700009711193,8.112503770479861,0.33333333333333337,0.6666666666666666,50.0526,2.0,7,7,7,7,7,1.103,414,110330,828,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r4_1785458660,mt_pass6,C,monitor_takeout+gps_spoofing,uav_0,1785458660,True,156.74877429008484,False,True,,True,2.8842179775238037,True,4.482269287109375e-05,16.433655977249146,True,7.412047624588013,19.630072133482578,19.589650085552563,0.6666666666666666,0.2866253487429322,145.1886260709568,147.16787782707178,1.9792517561149907,54.69792280669338,56.130029592480106,1.4321067857867316,0.33333333333333337,0.6666666666666666,50.0921,2.0,7,7,7,7,7,0.887,414,110416,828,0,0,,0,0,0
C_monitor_takeout+gps_spoofing_r5_1785458882,mt_pass6,C,monitor_takeout+gps_spoofing,uav_0,1785458882,True,158.22061681747437,False,True,,True,2.813019275665283,True,4.315376281738281e-05,16.37585711479187,True,7.59576416015625,20.001383680348688,19.949771886438374,0.6666666666666666,0.24962799296574553,84.59423719050136,124.64522682590388,40.050989635402516,4.731061372019241,32.484740760727135,27.753679388707894,0.33333333333333337,0.6666666666666666,50.0677,2.0,7,7,7,7,7,0.833,420,111913,840,0,0,,0,0,0
A_gps_spoofing_r1_1785561888,gps_pass1,A,gps_spoofing,uav_0,1785561888,True,157.20484900474548,False,True,,False,,True,,56.09287476539612,True,,8.352154208264027,6.027848868020932,1.0,6.857926345995349,134.17952969392525,152.51898835615168,18.339458662226434,18.87699049221701,38.68635262785946,19.809362135642452,0.33333333333333337,1.0,50.2857,2.0,2,1,1,1,1,0.808,0,0,0,0,0,,0,0,0
A_gps_spoofing_r2_1785562112,gps_pass1,A,gps_spoofing,uav_0,1785562112,True,157.70783376693726,False,True,,True,2.8514020442962646,True,4.4345855712890625e-05,51.038793325424194,True,,49.881362845292855,49.16880426255436,0.6666666666666666,0.32651086857466893,13.598005117609375,18.518373326895414,4.920368209286039,67.2610726378544,74.40267743447748,7.14160479662308,0.33333333333333337,0.6666666666666666,50.6563,2.0,7,7,7,7,7,0.869,0,0,0,0,0,,0,0,0
A_gps_spoofing_r3_1785562334,gps_pass1,A,gps_spoofing,uav_0,1785562334,True,156.70811200141907,False,True,,True,3.0739102363586426,True,4.363059997558594e-05,50.71227812767029,True,,49.92929980433719,49.12687228145887,0.6666666666666666,0.2756171046314595,1.9586286810175295,19.37207038251421,17.41344170149668,66.24311719765802,73.29085879873851,7.047741601080494,0.33333333333333337,0.6666666666666666,50.759,2.0,4,4,4,4,4,1.089,0,0,0,0,0,,0,0,0
A_gps_spoofing_r4_1785562555,gps_pass1,A,gps_spoofing,uav_0,1785562555,True,157.21726655960083,False,True,,True,2.7239346504211426,True,4.4345855712890625e-05,51.21052932739258,True,,49.836627461370256,49.19276919800262,0.6666666666666666,0.29313464598752503,16.125760953648353,31.129166376739363,15.00340542309101,47.12625386916684,54.18388122753244,7.0576273583656,0.33333333333333337,0.6666666666666666,50.8183,2.0,7,7,7,7,7,0.758,0,0,0,0,0,,0,0,0
A_gps_spoofing_r5_1785562777,gps_pass1,A,gps_spoofing,uav_0,1785562777,True,155.69983530044556,False,True,,True,2.7397003173828125,True,4.315376281738281e-05,51.48618459701538,True,,49.81975963140978,49.080458739543296,0.6666666666666666,0.2712933608578485,13.096743170408303,16.39623820272209,3.2994950323137857,74.37729368189012,76.84571579265842,2.468422110768296,0.33333333333333337,0.6666666666666666,50.8024,2.0,7,7,7,7,7,0.756,0,0,0,0,0,,0,0,0
B_gps_spoofing_r1_1785562997,gps_pass1,B,gps_spoofing,uav_0,1785562997,True,157.18967843055725,False,True,,True,2.932835340499878,True,5.245208740234375e-05,50.86821007728577,True,,49.90055175093795,49.155294938502735,0.6666666666666666,0.26458314133010674,15.939693784507426,19.31085343649255,3.371159651985124,74.74978214683037,76.6052209499461,1.8554388031157334,0.33333333333333337,0.6666666666666666,50.4596,2.0,4,4,4,4,4,0.953,0,0,0,0,0,,0,0,0
B_gps_spoofing_r2_1785563219,gps_pass1,B,gps_spoofing,uav_0,1785563219,True,157.72398233413696,False,True,,True,2.774709463119507,True,4.291534423828125e-05,51.05657649040222,True,,49.83440089774321,49.22782981940947,0.6666666666666666,0.32359140067094716,15.415785101390298,18.840632769764,3.424847668373701,74.32320498777352,76.49064083169655,2.167435843923028,0.33333333333333337,0.6666666666666666,50.9308,2.0,7,7,7,7,7,0.763,0,0,0,0,0,,0,0,0
B_gps_spoofing_r3_1785563441,gps_pass1,B,gps_spoofing,uav_0,1785563441,True,157.22705101966858,False,True,,True,2.8852384090423584,True,4.124641418457031e-05,50.79954981803894,True,,49.636665220441344,49.1068714463764,0.6666666666666666,0.2801359657896245,15.369165397668098,18.582105660266052,3.2129402625979537,74.18579583573619,76.5219509295831,2.3361550938469122,0.33333333333333337,0.6666666666666666,50.6864,2.0,5,5,5,5,5,0.866,0,0,0,0,0,,0,0,0
B_gps_spoofing_r4_1785563663,gps_pass1,B,gps_spoofing,uav_0,1785563663,True,156.69262671470642,False,True,,True,2.730262041091919,True,4.124641418457031e-05,50.92466950416565,True,,49.88247046916894,49.15148459707893,0.6666666666666666,0.27610475953811964,0.9993954860823635,24.4211122235032,23.421716737420837,71.41530194777849,78.14080818174575,6.725506233967273,0.33333333333333337,0.6666666666666666,50.9075,2.0,7,7,7,7,7,0.745,0,0,0,0,0,,0,0,0
B_gps_spoofing_r5_1785563884,gps_pass1,B,gps_spoofing,uav_0,1785563884,True,156.72613072395325,False,True,,True,2.9454398155212402,True,4.410743713378906e-05,50.47289180755615,True,,49.66274804912478,49.13674244553289,0.6666666666666666,0.26965333453165763,17.33362357792359,33.45694260685326,16.12331902892967,39.846056341968605,46.64867917737911,6.802622835410503,0.33333333333333337,0.6666666666666666,50.8769,2.0,5,5,5,5,5,0.944,0,0,0,0,0,,0,0,0
C_gps_spoofing_r1_1785564106,gps_pass1,C,gps_spoofing,uav_0,1785564106,True,156.67921376228333,False,True,,True,3.028200149536133,True,4.982948303222656e-05,17.245503187179565,True,7.466974258422852,19.61548904162818,19.56774639401587,0.6666666666666666,0.31138347055578314,144.4846658775071,147.53053990903896,3.0458740315318664,52.99327092313072,55.02413528547255,2.0308643623418305,0.33333333333333337,0.6666666666666666,50.1794,2.0,7,7,7,7,7,1.014,472,125749,944,0,0,,0,0,0
C_gps_spoofing_r2_1785564328,gps_pass1,C,gps_spoofing,uav_0,1785564328,True,157.2094419002533,False,True,,True,2.9777467250823975,True,4.839897155761719e-05,16.187577962875366,True,7.48496413230896,19.569997426808236,19.521852055059814,0.6666666666666666,0.2774017235128649,148.42751925400995,151.53400967410516,3.106490420095213,53.28075258690414,54.86712226868957,1.5863696817854247,0.33333333333333337,0.6666666666666666,50.0596,2.0,7,7,7,7,7,1.0,475,126520,950,0,0,,0,0,0
C_gps_spoofing_r3_1785564550,gps_pass1,C,gps_spoofing,uav_0,1785564550,True,156.68624901771545,False,True,,True,2.7060205936431885,True,4.315376281738281e-05,16.355578422546387,True,7.397666692733765,19.683288123399983,19.642968111453126,0.6666666666666666,0.2949323117457787,145.97423081818306,149.5698947236691,3.595663905486049,52.75881974771275,54.778307723093015,2.0194879753802644,0.33333333333333337,0.6666666666666666,50.0493,2.0,7,7,7,7,7,0.699,472,125737,944,0,0,,0,0,0
C_gps_spoofing_r4_1785564773,gps_pass1,C,gps_spoofing,uav_0,1785564773,True,157.72049593925476,False,True,,True,2.8686225414276123,True,4.673004150390625e-05,16.181056261062622,True,7.4087560176849365,19.642078198126388,19.600885630409504,0.6666666666666666,0.2523423349186338,148.36217086032258,151.8108061751908,3.448635314868227,52.6282833353735,54.58099727156712,1.9527139361936179,0.33333333333333337,0.6666666666666666,50.0622,2.0,7,7,7,7,7,0.872,475,126508,950,0,0,,0,0,0
C_gps_spoofing_r5_1785564996,gps_pass1,C,gps_spoofing,uav_0,1785564996,True,156.7037672996521,False,True,,True,2.7197587490081787,True,4.100799560546875e-05,16.372700691223145,True,7.422970771789551,19.728798742105024,19.669275827235737,0.6666666666666666,0.26913065800988717,147.4643635010338,149.41291313334114,1.9485496323073335,55.10065288885642,56.12110195894043,1.0204490700840059,0.33333333333333337,0.6666666666666666,50.0738,2.0,7,7,7,7,7,0.715,472,125711,944,0,0,,0,0,0
A_gps_spoofing_r1_1785569154,gps_pass2,A,gps_spoofing,uav_0,1785569154,True,156.71302270889282,False,True,,True,2.8556368350982666,True,4.291534423828125e-05,50.83339977264404,True,,49.91053230764507,49.151705747929995,0.6666666666666666,0.2615992427604503,15.598302203410412,19.012614919847977,3.414312716437564,74.63928603822235,76.78340197001407,2.1441159317917102,0.33333333333333337,0.6666666666666666,50.702,2.0,7,7,7,7,7,0.877,0,0,0,0,0,,0,0,0
A_gps_spoofing_r2_1785569376,gps_pass2,A,gps_spoofing,uav_0,1785569376,True,157.2249882221222,False,True,,True,2.871525526046753,True,4.363059997558594e-05,,False,,49.84685932049767,,0.6666666666666666,0.33137221274131684,7.478127163202657,17.63416781261293,10.156040649410272,67.83395589052857,76.72199968109275,8.888043790564188,0.33333333333333337,0.6666666666666666,50.7608,2.0,7,7,7,7,7,0.849,0,0,0,0,0,,0,0,0
A_gps_spoofing_r3_1785569597,gps_pass2,A,gps_spoofing,uav_0,1785569597,True,155.71708583831787,False,True,,True,2.864532947540283,True,4.363059997558594e-05,,False,,49.707628598127656,,0.6666666666666666,0.3560329254226442,14.052919121727967,39.22467469652071,25.17175557479274,50.08661948074945,73.67229570207643,23.58567622132698,0.33333333333333337,0.6666666666666666,51.062,2.0,7,7,7,7,7,0.853,0,0,0,0,0,,0,0,0
A_gps_spoofing_r4_1785569818,gps_pass2,A,gps_spoofing,uav_0,1785569818,True,157.21953201293945,False,True,,True,2.7441697120666504,True,4.458427429199219e-05,51.03679800033569,True,,49.77980131966838,49.131607629814866,0.6666666666666666,0.3280297315498508,11.448635067954939,24.212976997165583,12.764341929210644,46.564173375133905,54.10826474124448,7.544091366110582,0.33333333333333337,0.6666666666666666,50.9786,2.0,7,7,7,7,7,0.762,0,0,0,0,0,,0,0,0
A_gps_spoofing_r5_1785570039,gps_pass2,A,gps_spoofing,uav_0,1785570039,True,157.18395137786865,False,True,,True,2.9468936920166016,True,4.1961669921875e-05,50.90340065956116,True,,49.6433548882642,49.1071272799759,0.6666666666666666,0.2965790835808697,15.953760549961771,19.293884126697947,3.3401235767361754,74.70453083379076,76.88241215865632,2.1778813248655684,0.33333333333333337,0.6666666666666666,50.7979,2.0,5,5,5,5,5,0.96,0,0,0,0,0,,0,0,0
B_gps_spoofing_r1_1785570261,gps_pass2,B,gps_spoofing,uav_0,1785570261,True,157.19487309455872,False,True,,True,2.9500370025634766,True,4.315376281738281e-05,50.938868045806885,True,,49.925888191517735,49.16753868847201,0.6666666666666666,0.3067201790224843,30.742425847003574,35.32099093009526,4.578565083091689,55.67161638023035,58.697345575837296,3.0257291956069503,0.33333333333333337,0.6666666666666666,50.9513,2.0,7,7,7,7,7,0.964,0,0,0,0,0,,0,0,0
B_gps_spoofing_r2_1785570483,gps_pass2,B,gps_spoofing,uav_0,1785570483,True,157.25110960006714,False,True,,True,2.7466073036193848,True,6.222724914550781e-05,50.77805256843567,True,,49.76685803093734,49.18349128577153,0.6666666666666666,0.26630269367971193,14.195676693837015,18.432813719843523,4.237137026006508,73.10774671192083,75.71613659354188,2.6083898816210502,0.33333333333333337,0.6666666666666666,50.6298,2.0,5,5,5,5,5,0.744,0,0,0,0,0,,0,0,0
B_gps_spoofing_r3_1785570705,gps_pass2,B,gps_spoofing,uav_0,1785570705,True,156.6769094467163,False,True,,True,2.9896183013916016,True,4.363059997558594e-05,51.59438371658325,True,,49.67304251228075,49.12109457194805,0.6666666666666666,0.2652670094382099,12.15890113244609,15.78462733584098,3.6257262033948905,74.75901433270863,77.07864216401663,2.3196278313079954,0.33333333333333337,0.6666666666666666,50.6968,2.0,6,6,6,6,6,1.005,0,0,0,0,0,,0,0,0
B_gps_spoofing_r4_1785570926,gps_pass2,B,gps_spoofing,uav_0,1785570926,True,157.18592238426208,False,True,,True,3.0604441165924072,False,4.172325134277344e-05,118.738445520401,True,,49.623844046200915,49.1361696867496,0.3333333333333333,0.29161014695938015,0.0,111.39336055286901,113.25278593487423,26.240345208857214,51.20345478769023,24.963109578833013,0.6666666666666667,0.3333333333333333,50.7055,2.0,5,5,5,5,7,1.045,0,0,0,0,2,gps,2,0,0
B_gps_spoofing_r5_1785571148,gps_pass2,B,gps_spoofing,uav_0,1785571148,True,157.21904253959656,False,True,,True,3.024118661880493,True,4.482269287109375e-05,51.038090229034424,True,,49.608308277137674,49.2008585199783,0.6666666666666666,0.2897584595089171,14.056892347195515,27.80506483153283,13.748172484337317,52.6530105563217,59.92072224247574,7.267711686154033,0.33333333333333337,0.6666666666666666,50.8343,2.0,5,5,5,5,5,1.029,0,0,0,0,0,,0,0,0
C_gps_spoofing_r1_1785571370,gps_pass2,C,gps_spoofing,uav_0,1785571370,True,156.6967067718506,False,True,,True,2.9545578956604004,True,4.220008850097656e-05,16.442182064056396,True,7.327678918838501,20.005960111295572,19.970786029937358,0.6666666666666666,0.2503862802865855,125.14269965556826,129.57057239822177,4.427872742653506,51.5262470977127,54.05033375009525,2.524086652382551,0.33333333333333337,0.6666666666666666,50.1091,2.0,7,7,7,7,7,0.92,472,125728,944,0,0,,0,0,0
C_gps_spoofing_r2_1785571592,gps_pass2,C,gps_spoofing,uav_0,1785571592,True,156.68831205368042,False,True,,True,2.9237236976623535,True,6.031990051269531e-05,16.32430124282837,True,7.450582265853882,21.24794554706381,21.203478166297213,0.6666666666666666,0.2820106148832728,140.12210482950707,166.8680159608898,26.74591113138274,37.84316435349473,55.143668053608486,17.300503700113758,0.33333333333333337,0.6666666666666666,50.0625,2.0,7,7,7,7,7,0.939,472,125784,944,0,0,,0,0,0
C_gps_spoofing_r3_1785571814,gps_pass2,C,gps_spoofing,uav_0,1785571814,True,157.19751620292664,False,True,,True,2.8668181896209717,True,3.981590270996094e-05,16.417532444000244,True,8.229735851287842,19.731733893482197,19.666100701436726,0.6666666666666666,0.2657692569784089,146.47491317907446,149.3747840478735,2.8998708687990415,53.525439649984435,55.749813015619736,2.224373365635298,0.33333333333333337,0.6666666666666666,50.0782,2.0,7,7,7,7,7,0.864,472,125746,944,0,0,,0,0,0
C_gps_spoofing_r4_1785572037,gps_pass2,C,gps_spoofing,uav_0,1785572037,True,157.7061767578125,False,True,,True,2.938290596008301,True,4.410743713378906e-05,16.260482788085938,True,7.4376380443573,19.5165584001753,19.47000807556344,0.6666666666666666,0.3499158162773526,146.76152356331676,151.57935129720204,4.817827733885281,51.05696526343681,53.46202110161561,2.4050558381788067,0.33333333333333337,0.6666666666666666,50.024,2.0,7,7,7,7,7,0.944,475,126564,950,0,0,,0,0,0
C_gps_spoofing_r5_1785572260,gps_pass2,C,gps_spoofing,uav_0,1785572260,True,156.69721007347107,False,True,,True,2.9453139305114746,True,4.363059997558594e-05,16.2409827709198,True,7.424735069274902,19.75552883652384,19.71002761093248,0.6666666666666666,0.2763558419318919,145.67094370884965,148.5720310578762,2.9010873490265396,53.339853824644884,55.18227499814762,1.8424211735027367,0.33333333333333337,0.6666666666666666,50.0006,2.0,7,7,7,7,7,0.938,472,125772,944,0,0,,0,0,0
A_comm_disruption_r1_1785565520,comm_pass1,A,comm_disruption,uav_0,1785565520,True,157.22336888313293,False,True,,True,3.5279102325439453,True,5.5789947509765625e-05,0.14788031578063965,True,,0.46079592083596055,-0.17977209777384417,1.0,0.2711111097313932,99.13548686696481,118.59280039681784,19.457313529853025,28.330387176450127,39.52889077035172,11.198503593901595,0.0,1.0,0.9928,0.0346,0,0,0,0,0,,0,0,0,0,0,,0,0,0
A_comm_disruption_r2_1785565742,comm_pass1,A,comm_disruption,uav_0,1785565742,True,157.2016477584839,False,True,,True,3.4316673278808594,True,5.030632019042969e-05,0.12494325637817383,True,,0.6335078560042284,-0.22095942068402633,1.0,0.286193378114509,112.94441318606485,116.90886815694881,3.9644549708839634,36.249299927572295,38.69748318353136,2.448183255959067,0.0,1.0,0.922,0.0453,0,0,0,0,0,,0,0,0,0,0,,0,0,0
